SRC_ID,DST_ID,TIMESTAMP,VALUE_SATOSHI,VALUE_USD
0,41833,1275409726,5000000000,0.0
44272,44401,1275409726,5000000000,0.0
0,44402,1275409990,5000000000,0.0
44305,44403,1275409990,5000000000,0.0
0,44405,1275410790,5000000000,0.0
44324,44404,1275410790,5000000000,0.0
44321,44406,1275410790,5000000000,0.0
0,44407,1275411396,5000000000,0.0
0,44263,1275411398,5000000000,0.0
0,43076,1275412110,5000000000,0.0
44306,44408,1275412110,5000000000,0.0
0,44409,1275412427,5000000000,0.0
44296,44410,1275412427,5000000000,0.0
0,44411,1275414982,5000000000,0.0
44323,35662,1275414982,5000000000,0.0
0,44263,1275415414,5000000000,0.0
0,44412,1275415845,5000000000,0.0
0,44413,1275416272,5000000000,0.0
0,43861,1275417877,5000000000,0.0
44329,44415,1275417877,5000000000,0.0
44311,44414,1275417877,5000000000,0.0
0,44416,1275418014,5000000000,0.0
0,44419,1275419339,5000000000,0.0
44326,44418,1275419339,5000000000,0.0
44315,44417,1275419339,5000000000,0.0
0,44263,1275420337,5000000000,0.0
44091,32724,1275420337,1003000000,0.0
44091,40663,1275420337,521000000,0.0
0,42387,1275420786,5000000000,0.0
0,44420,1275420887,5000000000,0.0
44290,44421,1275420887,5000000000,0.0
0,44422,1275421033,5000000000,0.0
0,44424,1275421354,5000000000,0.0
44341,44423,1275421354,5000000000,0.0
0,35726,1275421759,5000000000,0.0
44277,44425,1275421759,5000000000,0.0
0,44426,1275421855,5000000000,0.0
0,43863,1275423089,5000000000,0.0
44313,44427,1275423089,5000000000,0.0
0,44428,1275423598,5000000000,0.0
44304,44429,1275423598,5000000000,0.0
0,44431,1275424154,5000000000,0.0
44322,44430,1275424154,5000000000,0.0
0,44432,1275424607,5000000000,0.0
44333,44433,1275424607,5000000000,0.0
0,44435,1275424793,5000000000,0.0
44332,44434,1275424793,5000000000,0.0
0,42387,1275425711,5000000000,0.0
0,44436,1275425765,5000000000,0.0
0,44437,1275426099,5000000000,0.0
0,44435,1275426574,5000000000,0.0
0,44438,1275426604,5000000000,0.0
0,43166,1275428956,5000000000,0.0
32724,32724,1275428956,14000000,0.0
32724,40663,1275428956,989000000,0.0
0,44439,1275429285,5000000000,0.0
0,44441,1275431283,5000000000,0.0
44339,44440,1275431283,5000000000,0.0
34361,40663,1275431283,200000000000,0.0
34361,44442,1275431283,2670000000,0.0
0,44443,1275431387,5000000000,0.0
0,35704,1275431471,5000000000,0.0
0,44263,1275432570,5000000000,0.0
0,44444,1275432694,5000000000,0.0
44154,42282,1275432694,15000000000,0.0
0,41356,1275434537,5000000000,0.0
